id,provincia,categoria,score
41,Cuenca,Facilities,8.4
41,Cuenca,Cleanliness,8.8
41,Cuenca,Comfort,8.8
41,Cuenca,Value for money,8.8
41,Cuenca,Location,9.0
41,Cuenca,Free WiFi,7.9
42,Cuenca,Staff,8.9
42,Cuenca,Facilities,9.2
42,Cuenca,Cleanliness,9.3
42,Cuenca,Comfort,9.2
42,Cuenca,Value for money,8.5
42,Cuenca,Location,9.2
42,Cuenca,Free WiFi,7.4
43,Cuenca,Staff,9.3
43,Cuenca,Facilities,9.0
43,Cuenca,Cleanliness,9.0
43,Cuenca,Comfort,9.0
43,Cuenca,Value for money,9.3
43,Cuenca,Location,8.5
43,Cuenca,Free WiFi,9.0
44,Cuenca,Staff,9.9
44,Cuenca,Facilities,9.5
44,Cuenca,Cleanliness,9.8
44,Cuenca,Comfort,9.6
44,Cuenca,Value for money,9.0
44,Cuenca,Location,9.7
44,Cuenca,Free WiFi,9.2
45,Cuenca,Staff,9.3
45,Cuenca,Facilities,9.1
45,Cuenca,Cleanliness,9.5
45,Cuenca,Comfort,9.3
45,Cuenca,Value for money,9.1
45,Cuenca,Location,9.3
45,Cuenca,Free WiFi,6.2
46,Cuenca,Staff,9.5
46,Cuenca,Facilities,9.0
46,Cuenca,Cleanliness,9.1
46,Cuenca,Comfort,8.9
46,Cuenca,Value for money,8.9
46,Cuenca,Location,9.5
46,Cuenca,Free WiFi,9.4
47,Cuenca,Staff,9.2
47,Cuenca,Facilities,9.0
47,Cuenca,Cleanliness,9.3
47,Cuenca,Comfort,9.4
47,Cuenca,Value for money,8.8
47,Cuenca,Location,9.5
47,Cuenca,Free WiFi,8.9
48,Cuenca,Staff,8.4
48,Cuenca,Facilities,7.4
48,Cuenca,Cleanliness,8.0
48,Cuenca,Comfort,7.7
48,Cuenca,Value for money,8.4
48,Cuenca,Location,9.5
48,Cuenca,Free WiFi,7.3
49,Cuenca,Staff,9.0
49,Cuenca,Facilities,8.9
49,Cuenca,Cleanliness,9.1
49,Cuenca,Comfort,9.2
49,Cuenca,Value for money,8.6
49,Cuenca,Location,9.4
49,Cuenca,Free WiFi,6.5
50,Cuenca,Staff,8.3
50,Cuenca,Facilities,7.5
50,Cuenca,Cleanliness,8.0
50,Cuenca,Comfort,7.9
50,Cuenca,Value for money,7.6
50,Cuenca,Location,9.0
50,Cuenca,Free WiFi,7.5
51,Cuenca,Staff,8.8
51,Cuenca,Facilities,8.2
51,Cuenca,Cleanliness,8.5
51,Cuenca,Comfort,8.5
51,Cuenca,Value for money,8.3
51,Cuenca,Location,8.9
51,Cuenca,Free WiFi,7.8
52,Cuenca,Staff,9.5
52,Cuenca,Facilities,8.8
52,Cuenca,Cleanliness,9.0
52,Cuenca,Comfort,9.0
52,Cuenca,Value for money,8.8
52,Cuenca,Location,9.7
52,Cuenca,Free WiFi,8.5
53,Cuenca,Staff,8.9
53,Cuenca,Facilities,8.6
53,Cuenca,Cleanliness,9.0
53,Cuenca,Comfort,8.9
53,Cuenca,Value for money,8.8
53,Cuenca,Location,9.1
53,Cuenca,Free WiFi,8.0
54,Cuenca,Staff,9.7
54,Cuenca,Facilities,9.1
54,Cuenca,Cleanliness,9.5
54,Cuenca,Comfort,9.3
54,Cuenca,Value for money,9.5
54,Cuenca,Location,9.7
54,Cuenca,Free WiFi,8.8
55,Cuenca,Staff,9.5
55,Cuenca,Facilities,8.7
55,Cuenca,Cleanliness,9.1
55,Cuenca,Comfort,8.9
55,Cuenca,Value for money,9.0
55,Cuenca,Location,9.8
55,Cuenca,Free WiFi,8.8
56,Cuenca,Staff,8.5
56,Cuenca,Facilities,8.1
56,Cuenca,Cleanliness,8.4
56,Cuenca,Comfort,8.4
56,Cuenca,Value for money,8.3
56,Cuenca,Location,8.5
56,Cuenca,Free WiFi,8.1
57,Cuenca,Staff,8.7
57,Cuenca,Facilities,8.5
57,Cuenca,Cleanliness,8.7
57,Cuenca,Comfort,8.6
57,Cuenca,Value for money,8.3
57,Cuenca,Location,9.4
57,Cuenca,Free WiFi,8.8
58,Cuenca,Staff,9.5
58,Cuenca,Facilities,8.8
58,Cuenca,Cleanliness,9.2
58,Cuenca,Comfort,9.0
58,Cuenca,Value for money,8.9
58,Cuenca,Location,9.7
58,Cuenca,Free WiFi,8.0
59,Cuenca,Staff,9.3
59,Cuenca,Facilities,8.8
59,Cuenca,Cleanliness,8.9
59,Cuenca,Comfort,9.1
59,Cuenca,Value for money,8.6
59,Cuenca,Location,9.1
59,Cuenca,Free WiFi,8.2
60,Cuenca,Staff,9.7
60,Cuenca,Facilities,9.3
60,Cuenca,Cleanliness,9.6
60,Cuenca,Comfort,9.4
60,Cuenca,Value for money,9.1
60,Cuenca,Location,9.7
60,Cuenca,Free WiFi,9.3
61,Cuenca,Staff,9.2
61,Cuenca,Facilities,8.4
61,Cuenca,Cleanliness,8.9
61,Cuenca,Comfort,8.6
61,Cuenca,Value for money,8.8
61,Cuenca,Location,8.9
61,Cuenca,Free WiFi,7.5
62,Cuenca,Staff,9.3
62,Cuenca,Facilities,9.5
62,Cuenca,Cleanliness,9.6
62,Cuenca,Comfort,9.6
62,Cuenca,Value for money,9.5
62,Cuenca,Location,9.6
62,Cuenca,Free WiFi,8.9
63,Cuenca,Staff,8.9
63,Cuenca,Facilities,8.5
63,Cuenca,Cleanliness,9.0
63,Cuenca,Comfort,8.9
63,Cuenca,Value for money,8.7
63,Cuenca,Location,9.5
63,Cuenca,Free WiFi,5.8
64,Cuenca,"",""
65,Cuenca,Staff,9.3
65,Cuenca,Facilities,9.2
65,Cuenca,Cleanliness,9.3
65,Cuenca,Comfort,9.3
65,Cuenca,Value for money,8.8
65,Cuenca,Location,9.0
65,Cuenca,Free WiFi,8.4
66,Cuenca,Staff,8.5
66,Cuenca,Facilities,8.4
66,Cuenca,Cleanliness,8.8
66,Cuenca,Comfort,8.8
66,Cuenca,Value for money,8.8
66,Cuenca,Location,9.0
66,Cuenca,Free WiFi,7.9
67,Cuenca,Staff,8.9
67,Cuenca,Facilities,9.2
67,Cuenca,Cleanliness,9.3
67,Cuenca,Comfort,9.2
67,Cuenca,Value for money,8.5
67,Cuenca,Location,9.2
67,Cuenca,Free WiFi,7.4
68,Cuenca,Staff,9.3
68,Cuenca,Facilities,9.0
68,Cuenca,Cleanliness,9.0
68,Cuenca,Comfort,9.0
68,Cuenca,Value for money,9.3
68,Cuenca,Location,8.5
68,Cuenca,Free WiFi,9.0
69,Cuenca,Staff,9.9
69,Cuenca,Facilities,9.5
69,Cuenca,Cleanliness,9.8
69,Cuenca,Comfort,9.6
69,Cuenca,Value for money,9.0
69,Cuenca,Location,9.7
69,Cuenca,Free WiFi,9.2
70,Cuenca,Staff,9.3
70,Cuenca,Facilities,9.1
70,Cuenca,Cleanliness,9.5
70,Cuenca,Comfort,9.3
70,Cuenca,Value for money,9.1
70,Cuenca,Location,9.3
70,Cuenca,Free WiFi,6.2
71,Cuenca,Staff,9.5
71,Cuenca,Facilities,9.0
71,Cuenca,Cleanliness,9.1
71,Cuenca,Comfort,8.9
71,Cuenca,Value for money,8.9
71,Cuenca,Location,9.5
71,Cuenca,Free WiFi,9.4
72,Cuenca,Staff,9.2
72,Cuenca,Facilities,9.0
72,Cuenca,Cleanliness,9.3
72,Cuenca,Comfort,9.4
72,Cuenca,Value for money,8.8
72,Cuenca,Location,9.5
72,Cuenca,Free WiFi,8.9
73,Cuenca,Staff,8.4
73,Cuenca,Facilities,7.4
73,Cuenca,Cleanliness,8.0
73,Cuenca,Comfort,7.7
73,Cuenca,Value for money,8.4
73,Cuenca,Location,9.5
73,Cuenca,Free WiFi,7.3
74,Cuenca,Staff,9.0
74,Cuenca,Facilities,8.9
74,Cuenca,Cleanliness,9.1
74,Cuenca,Comfort,9.2
74,Cuenca,Value for money,8.6
74,Cuenca,Location,9.4
74,Cuenca,Free WiFi,6.5
75,Cuenca,Staff,8.3
75,Cuenca,Facilities,7.5
75,Cuenca,Cleanliness,8.0
75,Cuenca,Comfort,7.9
75,Cuenca,Value for money,7.6
75,Cuenca,Location,9.0
75,Cuenca,Free WiFi,7.5
1,Quito,Staff,9.3
1,Quito,Facilities,8.6
1,Quito,Cleanliness,8.9
1,Quito,Comfort,8.8
1,Quito,Value for money,9.0
1,Quito,Location,8.8
1,Quito,Free WiFi,8.6
2,Quito,Staff,9.3
2,Quito,Facilities,8.1
2,Quito,Cleanliness,8.6
2,Quito,Comfort,8.5
2,Quito,Value for money,8.6
2,Quito,Location,9.1
2,Quito,Free WiFi,8.6
4,Quito,Staff,9.2
4,Quito,Facilities,8.9
4,Quito,Cleanliness,9.1
4,Quito,Comfort,9.0
4,Quito,Value for money,8.9
4,Quito,Location,9.2
4,Quito,Free WiFi,8.6
5,Quito,"",""
6,Quito,Staff,9.0
6,Quito,Facilities,8.0
6,Quito,Cleanliness,8.5
6,Quito,Comfort,8.4
6,Quito,Value for money,8.2
6,Quito,Location,8.6
6,Quito,Free WiFi,8.7
7,Quito,Staff,9.1
7,Quito,Facilities,7.8
7,Quito,Cleanliness,8.4
7,Quito,Comfort,8.0
7,Quito,Value for money,8.5
7,Quito,Location,8.2
7,Quito,Free WiFi,5.8
8,Quito,"",""
9,Quito,Staff,9.3
9,Quito,Facilities,8.9
9,Quito,Cleanliness,9.3
9,Quito,Comfort,9.3
9,Quito,Value for money,8.8
9,Quito,Location,9.4
9,Quito,Free WiFi,8.9
10,Quito,"",""
11,Quito,Staff,9.8
11,Quito,Facilities,9.2
11,Quito,Cleanliness,9.5
11,Quito,Comfort,9.3
11,Quito,Value for money,9.5
11,Quito,Location,9.3
11,Quito,Free WiFi,9.6
12,Quito,Staff,9.4
12,Quito,Facilities,8.0
12,Quito,Cleanliness,8.3
12,Quito,Comfort,8.1
12,Quito,Value for money,9.1
12,Quito,Location,9.5
12,Quito,Free WiFi,8.1
14,Quito,Staff,9.2
14,Quito,Facilities,9.0
14,Quito,Cleanliness,9.3
14,Quito,Comfort,9.2
14,Quito,Value for money,8.9
14,Quito,Location,8.8
14,Quito,Free WiFi,8.4
15,Quito,"",""
17,Quito,Staff,9.9
17,Quito,Facilities,9.7
17,Quito,Cleanliness,9.8
17,Quito,Comfort,9.8
17,Quito,Value for money,9.7
17,Quito,Location,9.1
17,Quito,Free WiFi,9.3
18,Quito,Staff,8.8
18,Quito,Facilities,8.1
18,Quito,Cleanliness,8.7
18,Quito,Comfort,8.3
18,Quito,Value for money,9.1
18,Quito,Location,9.2
18,Quito,Free WiFi,8.9
19,Quito,"",""
20,Quito,Staff,9.0
20,Quito,Facilities,9.0
20,Quito,Cleanliness,9.3
20,Quito,Comfort,9.1
20,Quito,Value for money,8.9
20,Quito,Location,9.3
20,Quito,Free WiFi,8.8
21,Quito,Staff,9.5
21,Quito,Facilities,8.6
21,Quito,Cleanliness,9.1
21,Quito,Comfort,8.9
21,Quito,Value for money,8.8
21,Quito,Location,8.9
21,Quito,Free WiFi,9.0
22,Quito,Staff,8.9
22,Quito,Facilities,8.7
22,Quito,Cleanliness,9.0
22,Quito,Comfort,9.0
22,Quito,Value for money,8.9
22,Quito,Location,9.1
22,Quito,Free WiFi,8.0
23,Quito,Staff,9.7
23,Quito,Facilities,9.4
23,Quito,Cleanliness,9.6
23,Quito,Comfort,9.6
23,Quito,Value for money,9.2
23,Quito,Location,9.0
23,Quito,Free WiFi,9.5
24,Quito,Staff,9.2
24,Quito,Facilities,8.0
24,Quito,Cleanliness,8.5
24,Quito,Comfort,8.4
24,Quito,Value for money,8.5
24,Quito,Location,9.0
24,Quito,Free WiFi,10
25,Quito,Staff,8.8
25,Quito,Facilities,8.8
25,Quito,Cleanliness,9.1
25,Quito,Comfort,9.2
25,Quito,Value for money,8.4
25,Quito,Location,9.5
25,Quito,Free WiFi,8.4
26,Quito,Staff,9.3
26,Quito,Facilities,8.6
26,Quito,Cleanliness,8.9
26,Quito,Comfort,8.8
26,Quito,Value for money,9.0
26,Quito,Location,8.8
26,Quito,Free WiFi,8.6
27,Quito,Staff,9.3
27,Quito,Facilities,8.1
27,Quito,Cleanliness,8.6
27,Quito,Comfort,8.5
27,Quito,Value for money,8.6
27,Quito,Location,9.1
27,Quito,Free WiFi,8.6
29,Quito,Staff,9.2
29,Quito,Facilities,8.9
29,Quito,Cleanliness,9.1
29,Quito,Comfort,9.0
29,Quito,Value for money,8.9
29,Quito,Location,9.2
29,Quito,Free WiFi,8.6
30,Quito,"",""
31,Quito,Staff,9.0
31,Quito,Facilities,8.0
31,Quito,Cleanliness,8.5
31,Quito,Comfort,8.4
31,Quito,Value for money,8.2
31,Quito,Location,8.6
31,Quito,Free WiFi,8.7
32,Quito,Staff,9.1
32,Quito,Facilities,7.8
32,Quito,Cleanliness,8.4
32,Quito,Comfort,8.0
32,Quito,Value for money,8.5
32,Quito,Location,8.2
32,Quito,Free WiFi,5.8
33,Quito,"",""
34,Quito,Staff,9.3
34,Quito,Facilities,8.9
34,Quito,Cleanliness,9.3
34,Quito,Comfort,9.3
34,Quito,Value for money,8.8
34,Quito,Location,9.4
34,Quito,Free WiFi,8.9
35,Quito,"",""
36,Quito,Staff,9.8
36,Quito,Facilities,9.2
36,Quito,Cleanliness,9.5
36,Quito,Comfort,9.3
36,Quito,Value for money,9.5
36,Quito,Location,9.3
36,Quito,Free WiFi,9.6
37,Quito,Staff,9.4
37,Quito,Facilities,8.0
37,Quito,Cleanliness,8.3
37,Quito,Comfort,8.1
37,Quito,Value for money,9.1
37,Quito,Location,9.5
37,Quito,Free WiFi,8.1
39,Quito,Staff,9.2
39,Quito,Facilities,9.0
39,Quito,Cleanliness,9.3
39,Quito,Comfort,9.2
39,Quito,Value for money,8.9
39,Quito,Location,8.8
39,Quito,Free WiFi,8.4
40,Quito,"",""
42,Quito,Staff,9.9
42,Quito,Facilities,9.7
42,Quito,Cleanliness,9.8
42,Quito,Comfort,9.8
42,Quito,Value for money,9.7
42,Quito,Location,9.1
42,Quito,Free WiFi,9.3
43,Quito,Staff,8.8
43,Quito,Facilities,8.1
43,Quito,Cleanliness,8.7
43,Quito,Comfort,8.3
43,Quito,Value for money,9.1
43,Quito,Location,9.2
43,Quito,Free WiFi,8.9
44,Quito,"",""
45,Quito,Staff,9.0
45,Quito,Facilities,9.0
45,Quito,Cleanliness,9.3
45,Quito,Comfort,9.1
45,Quito,Value for money,8.9
45,Quito,Location,9.3
45,Quito,Free WiFi,8.8
46,Quito,Staff,9.5
46,Quito,Facilities,8.6
46,Quito,Cleanliness,9.1
46,Quito,Comfort,8.9
46,Quito,Value for money,8.8
46,Quito,Location,8.9
46,Quito,Free WiFi,9.0
47,Quito,Staff,8.9
47,Quito,Facilities,8.7
47,Quito,Cleanliness,9.0
47,Quito,Comfort,9.0
47,Quito,Value for money,8.9
47,Quito,Location,9.1
47,Quito,Free WiFi,8.0
48,Quito,Staff,9.7
48,Quito,Facilities,9.4
48,Quito,Cleanliness,9.6
48,Quito,Comfort,9.6
48,Quito,Value for money,9.2
48,Quito,Location,9.0
48,Quito,Free WiFi,9.5
49,Quito,Staff,9.2
49,Quito,Facilities,8.0
49,Quito,Cleanliness,8.5
49,Quito,Comfort,8.4
49,Quito,Value for money,8.5
49,Quito,Location,9.0
49,Quito,Free WiFi,10
50,Quito,Staff,8.8
50,Quito,Facilities,8.8
50,Quito,Cleanliness,9.1
50,Quito,Comfort,9.2
50,Quito,Value for money,8.4
50,Quito,Location,9.5
50,Quito,Free WiFi,8.4
51,Quito,Staff,9.3
51,Quito,Facilities,8.6
51,Quito,Cleanliness,8.9
51,Quito,Comfort,8.8
51,Quito,Value for money,9.0
51,Quito,Location,8.8
51,Quito,Free WiFi,8.6
52,Quito,Staff,9.3
52,Quito,Facilities,8.1
52,Quito,Cleanliness,8.6
52,Quito,Comfort,8.5
52,Quito,Value for money,8.6
52,Quito,Location,9.1
52,Quito,Free WiFi,8.6
54,Quito,Staff,9.2
54,Quito,Facilities,8.9
54,Quito,Cleanliness,9.1
54,Quito,Comfort,9.0
54,Quito,Value for money,8.9
54,Quito,Location,9.2
54,Quito,Free WiFi,8.6
55,Quito,"",""
56,Quito,Staff,9.0
56,Quito,Facilities,8.0
56,Quito,Cleanliness,8.5
56,Quito,Comfort,8.4
56,Quito,Value for money,8.2
56,Quito,Location,8.6
56,Quito,Free WiFi,8.7
57,Quito,Staff,9.1
57,Quito,Facilities,7.8
57,Quito,Cleanliness,8.4
57,Quito,Comfort,8.0
57,Quito,Value for money,8.5
57,Quito,Location,8.2
57,Quito,Free WiFi,5.8
58,Quito,"",""
59,Quito,Staff,9.3
59,Quito,Facilities,8.9
59,Quito,Cleanliness,9.3
59,Quito,Comfort,9.3
59,Quito,Value for money,8.8
59,Quito,Location,9.4
59,Quito,Free WiFi,8.9
60,Quito,"",""
61,Quito,Staff,9.8
61,Quito,Facilities,9.2
61,Quito,Cleanliness,9.5
61,Quito,Comfort,9.3
61,Quito,Value for money,9.5
61,Quito,Location,9.3
61,Quito,Free WiFi,9.6
62,Quito,Staff,9.4
62,Quito,Facilities,8.0
62,Quito,Cleanliness,8.3
62,Quito,Comfort,8.1
62,Quito,Value for money,9.1
62,Quito,Location,9.5
62,Quito,Free WiFi,8.1
64,Quito,Staff,9.2
64,Quito,Facilities,9.0
64,Quito,Cleanliness,9.3
64,Quito,Comfort,9.2
64,Quito,Value for money,8.9
64,Quito,Location,8.8
64,Quito,Free WiFi,8.4
65,Quito,"",""
id,provincia,categoria,score
67,Quito,Staff,9.9
67,Quito,Facilities,9.7
67,Quito,Cleanliness,9.8
67,Quito,Comfort,9.8
67,Quito,Value for money,9.7
67,Quito,Location,9.1
67,Quito,Free WiFi,9.3
68,Quito,Staff,8.8
68,Quito,Facilities,8.1
68,Quito,Cleanliness,8.7
68,Quito,Comfort,8.3
68,Quito,Value for money,9.1
68,Quito,Location,9.2
68,Quito,Free WiFi,8.9
69,Quito,"",""
70,Quito,Staff,9.0
70,Quito,Facilities,9.0
70,Quito,Cleanliness,9.3
70,Quito,Comfort,9.1
70,Quito,Value for money,8.9
70,Quito,Location,9.3
70,Quito,Free WiFi,8.8
71,Quito,Staff,9.5
71,Quito,Facilities,8.6
71,Quito,Cleanliness,9.1
71,Quito,Comfort,8.9
71,Quito,Value for money,8.8
71,Quito,Location,8.9
71,Quito,Free WiFi,9.0
72,Quito,Staff,8.9
72,Quito,Facilities,8.7
72,Quito,Cleanliness,9.0
72,Quito,Comfort,9.0
72,Quito,Value for money,8.9
72,Quito,Location,9.1
72,Quito,Free WiFi,8.0
73,Quito,Staff,9.7
73,Quito,Facilities,9.4
73,Quito,Cleanliness,9.6
73,Quito,Comfort,9.6
73,Quito,Value for money,9.2
73,Quito,Location,9.0
73,Quito,Free WiFi,9.5
74,Quito,Staff,9.2
74,Quito,Facilities,8.0
74,Quito,Cleanliness,8.5
74,Quito,Comfort,8.4
74,Quito,Value for money,8.5
74,Quito,Location,9.0
74,Quito,Free WiFi,10
75,Quito,Staff,8.8
75,Quito,Facilities,8.8
75,Quito,Cleanliness,9.1
75,Quito,Comfort,9.2
75,Quito,Value for money,8.4
75,Quito,Location,9.5
75,Quito,Free WiFi,8.4
1,Guayaquil,Staff,8.0
1,Guayaquil,Facilities,7.3
1,Guayaquil,Cleanliness,7.9
1,Guayaquil,Comfort,7.7
1,Guayaquil,Value for money,7.4
1,Guayaquil,Location,8.5
1,Guayaquil,Free WiFi,7.1
2,Guayaquil,Staff,8.7
2,Guayaquil,Facilities,7.8
2,Guayaquil,Cleanliness,8.1
2,Guayaquil,Comfort,8.1
2,Guayaquil,Value for money,8.1
2,Guayaquil,Location,9.3
2,Guayaquil,Free WiFi,7.9
4,Guayaquil,Staff,9.3
4,Guayaquil,Facilities,8.9
4,Guayaquil,Cleanliness,9.3
4,Guayaquil,Comfort,9.1
4,Guayaquil,Value for money,8.8
4,Guayaquil,Location,8.9
4,Guayaquil,Free WiFi,8.8
5,Guayaquil,Staff,9.3
5,Guayaquil,Facilities,9.1
5,Guayaquil,Cleanliness,9.3
5,Guayaquil,Comfort,9.3
5,Guayaquil,Value for money,8.5
5,Guayaquil,Location,9.4
5,Guayaquil,Free WiFi,8.6
6,Guayaquil,Staff,8.9
6,Guayaquil,Facilities,8.5
6,Guayaquil,Cleanliness,8.8
6,Guayaquil,Comfort,8.8
6,Guayaquil,Value for money,8.2
6,Guayaquil,Location,9.4
6,Guayaquil,Free WiFi,8.8
7,Guayaquil,Staff,8.9
7,Guayaquil,Facilities,8.6
7,Guayaquil,Cleanliness,9.0
7,Guayaquil,Comfort,9.0
7,Guayaquil,Value for money,8.4
7,Guayaquil,Location,9.2
7,Guayaquil,Free WiFi,8.6
8,Guayaquil,Staff,9.3
8,Guayaquil,Facilities,8.8
8,Guayaquil,Cleanliness,9.1
8,Guayaquil,Comfort,9.1
8,Guayaquil,Value for money,8.6
8,Guayaquil,Location,9.2
8,Guayaquil,Free WiFi,9.1
id,provincia,categoria,score
9,Guayaquil,Staff,9.2
9,Guayaquil,Facilities,9.1
9,Guayaquil,Cleanliness,9.3
9,Guayaquil,Comfort,9.3
9,Guayaquil,Value for money,8.4
9,Guayaquil,Location,9.4
9,Guayaquil,Free WiFi,8.8
10,Guayaquil,Staff,9.0
10,Guayaquil,Facilities,8.4
10,Guayaquil,Cleanliness,8.8
10,Guayaquil,Comfort,8.8
10,Guayaquil,Value for money,8.5
10,Guayaquil,Location,8.5
10,Guayaquil,Free WiFi,8.4
id,provincia,categoria,score
11,Guayaquil,Staff,9.3
11,Guayaquil,Facilities,9.1
11,Guayaquil,Cleanliness,9.3
11,Guayaquil,Comfort,9.4
11,Guayaquil,Value for money,8.5
11,Guayaquil,Location,9.5
11,Guayaquil,Free WiFi,8.9
12,Guayaquil,Staff,8.9
12,Guayaquil,Facilities,8.4
12,Guayaquil,Cleanliness,8.8
12,Guayaquil,Comfort,8.5
12,Guayaquil,Value for money,8.4
12,Guayaquil,Location,8.4
12,Guayaquil,Free WiFi,8.8
13,Guayaquil,Staff,8.9
13,Guayaquil,Facilities,7.6
13,Guayaquil,Cleanliness,8.3
13,Guayaquil,Comfort,8.0
13,Guayaquil,Value for money,7.8
13,Guayaquil,Location,9.1
13,Guayaquil,Free WiFi,7.8
14,Guayaquil,Staff,9.1
14,Guayaquil,Facilities,8.7
14,Guayaquil,Cleanliness,9.1
14,Guayaquil,Comfort,9.1
14,Guayaquil,Value for money,8.3
14,Guayaquil,Location,9.4
14,Guayaquil,Free WiFi,8.8
15,Guayaquil,Staff,8.9
15,Guayaquil,Facilities,8.0
15,Guayaquil,Cleanliness,8.6
15,Guayaquil,Comfort,8.4
15,Guayaquil,Value for money,8.3
15,Guayaquil,Location,8.6
15,Guayaquil,Free WiFi,8.7
16,Guayaquil,Staff,8.3
16,Guayaquil,Facilities,7.7
16,Guayaquil,Cleanliness,8.2
16,Guayaquil,Comfort,8.0
16,Guayaquil,Value for money,7.8
16,Guayaquil,Location,8.9
16,Guayaquil,Free WiFi,7.2
17,Guayaquil,Staff,8.9
17,Guayaquil,Facilities,8.5
17,Guayaquil,Cleanliness,8.9
17,Guayaquil,Comfort,8.8
17,Guayaquil,Value for money,8.2
17,Guayaquil,Location,8.8
17,Guayaquil,Free WiFi,7.9
18,Guayaquil,Staff,8.7
18,Guayaquil,Facilities,8.8
18,Guayaquil,Cleanliness,9.1
18,Guayaquil,Comfort,9.2
18,Guayaquil,Value for money,8.3
18,Guayaquil,Location,9.1
18,Guayaquil,Free WiFi,8.4
19,Guayaquil,Staff,8.8
19,Guayaquil,Facilities,8.3
19,Guayaquil,Cleanliness,8.8
19,Guayaquil,Comfort,8.8
19,Guayaquil,Value for money,8.5
19,Guayaquil,Location,9.0
19,Guayaquil,Free WiFi,9.4
20,Guayaquil,Staff,8.6
20,Guayaquil,Facilities,7.8
20,Guayaquil,Cleanliness,8.3
20,Guayaquil,Comfort,8.3
20,Guayaquil,Value for money,7.8
20,Guayaquil,Location,9.1
20,Guayaquil,Free WiFi,8.2
21,Guayaquil,Staff,8.4
21,Guayaquil,Facilities,8.4
21,Guayaquil,Cleanliness,8.7
21,Guayaquil,Comfort,8.8
21,Guayaquil,Value for money,8.6
21,Guayaquil,Location,8.4
21,Guayaquil,Free WiFi,8.7
22,Guayaquil,Staff,8.7
22,Guayaquil,Facilities,8.3
22,Guayaquil,Cleanliness,8.7
22,Guayaquil,Comfort,8.6
22,Guayaquil,Value for money,8.2
22,Guayaquil,Location,8.7
22,Guayaquil,Free WiFi,7.9
23,Guayaquil,"",""
24,Guayaquil,Staff,9.3
24,Guayaquil,Facilities,8.5
24,Guayaquil,Cleanliness,8.7
24,Guayaquil,Comfort,8.8
24,Guayaquil,Value for money,8.6
24,Guayaquil,Location,9.4
24,Guayaquil,Free WiFi,8.8
25,Guayaquil,Staff,8.9
25,Guayaquil,Facilities,7.9
25,Guayaquil,Cleanliness,8.1
25,Guayaquil,Comfort,8.1
25,Guayaquil,Value for money,8.2
25,Guayaquil,Location,9.4
25,Guayaquil,Free WiFi,8.5
26,Guayaquil,Staff,8.0
26,Guayaquil,Facilities,7.3
26,Guayaquil,Cleanliness,7.9
26,Guayaquil,Comfort,7.7
26,Guayaquil,Value for money,7.4
26,Guayaquil,Location,8.5
26,Guayaquil,Free WiFi,7.1
27,Guayaquil,Staff,8.7
27,Guayaquil,Facilities,7.8
27,Guayaquil,Cleanliness,8.1
27,Guayaquil,Comfort,8.1
27,Guayaquil,Value for money,8.1
27,Guayaquil,Location,9.3
27,Guayaquil,Free WiFi,7.9
29,Guayaquil,Staff,9.3
29,Guayaquil,Facilities,8.9
29,Guayaquil,Cleanliness,9.3
29,Guayaquil,Comfort,9.1
29,Guayaquil,Value for money,8.8
29,Guayaquil,Location,8.9
29,Guayaquil,Free WiFi,8.8
30,Guayaquil,Staff,9.3
30,Guayaquil,Facilities,9.1
30,Guayaquil,Cleanliness,9.3
30,Guayaquil,Comfort,9.3
30,Guayaquil,Value for money,8.5
30,Guayaquil,Location,9.4
30,Guayaquil,Free WiFi,8.6
31,Guayaquil,Staff,8.9
31,Guayaquil,Facilities,8.5
31,Guayaquil,Cleanliness,8.8
31,Guayaquil,Comfort,8.8
31,Guayaquil,Value for money,8.2
31,Guayaquil,Location,9.4
31,Guayaquil,Free WiFi,8.8
32,Guayaquil,Staff,8.9
32,Guayaquil,Facilities,8.6
32,Guayaquil,Cleanliness,9.0
32,Guayaquil,Comfort,9.0
32,Guayaquil,Value for money,8.4
32,Guayaquil,Location,9.2
32,Guayaquil,Free WiFi,8.6
33,Guayaquil,Staff,9.3
33,Guayaquil,Facilities,8.8
33,Guayaquil,Cleanliness,9.1
33,Guayaquil,Comfort,9.1
33,Guayaquil,Value for money,8.6
33,Guayaquil,Location,9.2
33,Guayaquil,Free WiFi,9.1
id,provincia,categoria,score
34,Guayaquil,Staff,9.2
34,Guayaquil,Facilities,9.1
34,Guayaquil,Cleanliness,9.3
34,Guayaquil,Comfort,9.3
34,Guayaquil,Value for money,8.4
34,Guayaquil,Location,9.4
34,Guayaquil,Free WiFi,8.8
35,Guayaquil,Staff,9.0
35,Guayaquil,Facilities,8.4
35,Guayaquil,Cleanliness,8.8
35,Guayaquil,Comfort,8.8
35,Guayaquil,Value for money,8.5
35,Guayaquil,Location,8.5
35,Guayaquil,Free WiFi,8.4
36,Guayaquil,Staff,9.3
36,Guayaquil,Facilities,9.1
36,Guayaquil,Cleanliness,9.3
36,Guayaquil,Comfort,9.4
36,Guayaquil,Value for money,8.5
36,Guayaquil,Location,9.5
36,Guayaquil,Free WiFi,8.9
37,Guayaquil,Staff,8.9
37,Guayaquil,Facilities,8.4
37,Guayaquil,Cleanliness,8.8
37,Guayaquil,Comfort,8.5
37,Guayaquil,Value for money,8.4
37,Guayaquil,Location,8.4
