provincia;lugares;distancia;hotel;puntaje
Guayaquil;Pista de Bicicross;0.45;Wyndham Garden Guayaquil;8.5
Guayaquil;Parque Japones;0.55;Wyndham Garden Guayaquil;8.5
Guayaquil;Parque Lineal;1.2;Wyndham Garden Guayaquil;8.5
Guayaquil;Parque Union y Progreso;1.4;Wyndham Garden Guayaquil;8.5
Guayaquil;Parque Alegria Guayaquil;1.6;Wyndham Garden Guayaquil;8.5
Guayaquil;Roca Blanca;1.6;Wyndham Garden Guayaquil;8.5
Guayaquil;Cafe/barPiccadilly;0.1;Wyndham Garden Guayaquil;8.5
Guayaquil;RestaurantCafetería Cedro del Líbano;0.15;Wyndham Garden Guayaquil;8.5
Guayaquil;RestaurantLa Casa de Carlo;0.2;Wyndham Garden Guayaquil;8.5
Guayaquil;Seafront;4.2;Wyndham Garden Guayaquil;8.5
Guayaquil;Malecon 2000;4.2;Wyndham Garden Guayaquil;8.5
Guayaquil;Nahin Isaias Museum;4.3;Wyndham Garden Guayaquil;8.5
Guayaquil;Municipal Museum;4.5;Wyndham Garden Guayaquil;8.5
Guayaquil;José Joaquín de Olmedo International Airport;0.9;Wyndham Garden Guayaquil;8.5
Guayaquil;Las Iguanas Park;0.05;Unipark by Oro Verde Hotels;8.8
Guayaquil;Seminario Park;0.1;Unipark by Oro Verde Hotels;8.8
Guayaquil;Municipal Museum;0.2;Unipark by Oro Verde Hotels;8.8
Guayaquil;Plaza de la Administracion;0.2;Unipark by Oro Verde Hotels;8.8
Guayaquil;Nahin Isaias Museum;0.2;Unipark by Oro Verde Hotels;8.8
Guayaquil;Plaza Presidente Vicente Rocafuerte;0.3;Unipark by Oro Verde Hotels;8.8
Guayaquil;Parque Juan Montalvo;0.4;Unipark by Oro Verde Hotels;8.8
Guayaquil;Plaza Garibaldi;0.4;Unipark by Oro Verde Hotels;8.8
Guayaquil;Malecon 2000;0.45;Unipark by Oro Verde Hotels;8.8
Guayaquil;Cafe/barUnicafé;0.03;Unipark by Oro Verde Hotels;8.8
Guayaquil;RestaurantUnDeli;0.1;Unipark by Oro Verde Hotels;8.8
Guayaquil;RestaurantLa Canoa;0.1;Unipark by Oro Verde Hotels;8.8
Guayaquil;Santa Ana Hill;1.6;Unipark by Oro Verde Hotels;8.8
Guayaquil;Santa Ana Hill Lighthouse;1.7;Unipark by Oro Verde Hotels;8.8
Guayaquil;José Joaquín de Olmedo International Airport;4.2;Unipark by Oro Verde Hotels;8.8
Guayaquil;Escuela de Futbol;0.35;"Holiday Inn Guayaquil Airport; an IHG Hotel";8.8
Guayaquil;Parque de juegos;0.75;"Holiday Inn Guayaquil Airport; an IHG Hotel";8.8
Guayaquil;Parque de juegos Sauces 2;0.8;"Holiday Inn Guayaquil Airport; an IHG Hotel";8.8
Guayaquil;Brisas Del Rio;1.2;"Holiday Inn Guayaquil Airport; an IHG Hotel";8.8
Guayaquil;Parque Alegria Guayaquil;1.3;"Holiday Inn Guayaquil Airport; an IHG Hotel";8.8
Guayaquil;Plaza Jerusalén;1.4;"Holiday Inn Guayaquil Airport; an IHG Hotel";8.8
Guayaquil;Parque de la 4ta;1.5;"Holiday Inn Guayaquil Airport; an IHG Hotel";8.8
Guayaquil;Guayaquil Historic Park;1.6;"Holiday Inn Guayaquil Airport; an IHG Hotel";8.8
Guayaquil;Parque De La 1ra;1.7;"Holiday Inn Guayaquil Airport; an IHG Hotel";8.8
Guayaquil;Pista de Bicicross;1.9;"Holiday Inn Guayaquil Airport; an IHG Hotel";8.8
Guayaquil;Cafe/barAntojitos cafe;0.1;"Holiday Inn Guayaquil Airport; an IHG Hotel";8.8
Guayaquil;RestaurantBizcocho;0.1;"Holiday Inn Guayaquil Airport; an IHG Hotel";8.8
Guayaquil;RestaurantTropiburger;0.25;"Holiday Inn Guayaquil Airport; an IHG Hotel";8.8
Guayaquil;Antonio Neumane Park;2.0;"Holiday Inn Guayaquil Airport; an IHG Hotel";8.8
Guayaquil;Santa Ana Hill Lighthouse;4.2;"Holiday Inn Guayaquil Airport; an IHG Hotel";8.8
Guayaquil;Santa Ana Hill;4.4;"Holiday Inn Guayaquil Airport; an IHG Hotel";8.8
Guayaquil;Seafront;5.0;"Holiday Inn Guayaquil Airport; an IHG Hotel";8.8
Guayaquil;Malecon 2000;5.0;"Holiday Inn Guayaquil Airport; an IHG Hotel";8.8
Guayaquil;Nahin Isaias Museum;6.0;"Holiday Inn Guayaquil Airport; an IHG Hotel";8.8
Guayaquil;Municipal Museum;6.0;"Holiday Inn Guayaquil Airport; an IHG Hotel";8.8
Guayaquil;TrainDurán;4.8;"Holiday Inn Guayaquil Airport; an IHG Hotel";8.8
Guayaquil;TrainEstación de Ferrocarriles Durán;4.8;"Holiday Inn Guayaquil Airport; an IHG Hotel";8.8
Guayaquil;José Joaquín de Olmedo International Airport;1.4;"Holiday Inn Guayaquil Airport; an IHG Hotel";8.8
Guayaquil;Plaza de la Concepcion;0.2;YU! Smarthotels;8.5
Guayaquil;Plaza Colón;0.25;YU! Smarthotels;8.5
Guayaquil;Santo Domingo;0.25;YU! Smarthotels;8.5
Guayaquil;Cornelio Vernaza;0.3;YU! Smarthotels;8.5
Guayaquil;Jardines del Malecon;0.4;YU! Smarthotels;8.5
Guayaquil;Santa Ana Hill;0.4;YU! Smarthotels;8.5
Guayaquil;Jacinto Moran de Buitron;0.45;YU! Smarthotels;8.5
Guayaquil;Santa Ana Hill Lighthouse;0.5;YU! Smarthotels;8.5
Guayaquil;Santa Ana Park;0.55;YU! Smarthotels;8.5
Guayaquil;Plaza Pedro Carbo Noboa;0.75;YU! Smarthotels;8.5
Guayaquil;RestaurantAna M;0.1;YU! Smarthotels;8.5
Guayaquil;RestaurantAlbacora Dorada;0.15;YU! Smarthotels;8.5
Guayaquil;RestaurantKFC;0.2;YU! Smarthotels;8.5
Guayaquil;Seafront;0.85;YU! Smarthotels;8.5
Guayaquil;Malecon 2000;0.95;YU! Smarthotels;8.5
Guayaquil;Nahin Isaias Museum;1.2;YU! Smarthotels;8.5
Guayaquil;Municipal Museum;1.4;YU! Smarthotels;8.5
Guayaquil;José Joaquín de Olmedo International Airport;3.2;YU! Smarthotels;8.5
Guayaquil;Santa Ana Park;0.1;"Wyndham Guayaquil; Puerto Santa Ana";8.9
Guayaquil;Santa Ana Hill Lighthouse;0.2;"Wyndham Guayaquil; Puerto Santa Ana";8.9
Guayaquil;Jacinto Moran de Buitron;0.25;"Wyndham Guayaquil; Puerto Santa Ana";8.9
Guayaquil;Cornelio Vernaza;0.35;"Wyndham Guayaquil; Puerto Santa Ana";8.9
Guayaquil;Plaza Colón;0.45;"Wyndham Guayaquil; Puerto Santa Ana";8.9
Guayaquil;Plaza de la Concepcion;0.45;"Wyndham Guayaquil; Puerto Santa Ana";8.9
Guayaquil;Jardines del Malecon;0.95;"Wyndham Guayaquil; Puerto Santa Ana";8.9
Guayaquil;Areas verdes Malecon Simon Bolivar;1.4;"Wyndham Guayaquil; Puerto Santa Ana";8.9
Guayaquil;RestaurantMami-t;0.05;"Wyndham Guayaquil; Puerto Santa Ana";8.9
Guayaquil;RestaurantLa Porteña;0.1;"Wyndham Guayaquil; Puerto Santa Ana";8.9
Guayaquil;RestaurantGanchos Restobar;0.1;"Wyndham Guayaquil; Puerto Santa Ana";8.9
Guayaquil;Seafront;1.5;"Wyndham Guayaquil; Puerto Santa Ana";8.9
Guayaquil;Malecon 2000;1.6;"Wyndham Guayaquil; Puerto Santa Ana";8.9
Guayaquil;Nahin Isaias Museum;1.8;"Wyndham Guayaquil; Puerto Santa Ana";8.9
Guayaquil;Municipal Museum;2.1;"Wyndham Guayaquil; Puerto Santa Ana";8.9
Guayaquil;TrainDurán;3.6;"Wyndham Guayaquil; Puerto Santa Ana";8.9
Guayaquil;TrainEstación de Ferrocarriles Durán;3.6;"Wyndham Guayaquil; Puerto Santa Ana";8.9
Guayaquil;José Joaquín de Olmedo International Airport;2.7;"Wyndham Guayaquil; Puerto Santa Ana";8.9
Guayaquil;Parque de la 4ta;0.5;Hotel de Alborada;8.4
Guayaquil;Praque Sauces 9 R49;0.55;Hotel de Alborada;8.4
Guayaquil;Parque mercado sauce s 9;0.7;Hotel de Alborada;8.4
Guayaquil;Parque del niño;0.85;Hotel de Alborada;8.4
Guayaquil;El Parque del 8;0.9;Hotel de Alborada;8.4
Guayaquil;Parque de juegos Sauces 6;1.1;Hotel de Alborada;8.4
Guayaquil;Parque Alegria Guayaquil;1.1;Hotel de Alborada;8.4
Guayaquil;Parque La Amistad;1.1;Hotel de Alborada;8.4
Guayaquil;Parque De La 1ra;1.1;Hotel de Alborada;8.4
Guayaquil;Canchas Sintéticas Zona FUTBOL 5;1.2;Hotel de Alborada;8.4
Guayaquil;RestaurantMi Colombia;0.2;Hotel de Alborada;8.4
Guayaquil;RestaurantD´Nikkoss;0.2;Hotel de Alborada;8.4
Guayaquil;RestaurantD' Suly Restaurant;0.25;Hotel de Alborada;8.4
Guayaquil;Santa Ana Hill Lighthouse;6.0;Hotel de Alborada;8.4
Guayaquil;Santa Ana Hill;6.0;Hotel de Alborada;8.4
Guayaquil;Botanical Garden;6.0;Hotel de Alborada;8.4
Guayaquil;Seafront;7.0;Hotel de Alborada;8.4
Guayaquil;Malecon 2000;7.0;Hotel de Alborada;8.4
Guayaquil;Nahin Isaias Museum;7.0;Hotel de Alborada;8.4
Guayaquil;Municipal Museum;7.0;Hotel de Alborada;8.4
Guayaquil;José Joaquín de Olmedo International Airport;2.9;Hotel de Alborada;8.4
Guayaquil;Las Iguanas Park;0.1;The Park Hotel;7.9
Guayaquil;Plaza Presidente Vicente Rocafuerte;0.25;The Park Hotel;7.9
Guayaquil;RestaurantUnDeli;0.05;The Park Hotel;7.9
Guayaquil;Plaza Jerusalén;0.25;Sheraton Guayaquil;8.7
Guayaquil;Antonio Neumane Park;0.4;Sheraton Guayaquil;8.7
Guayaquil;Pista de Bicicross;0.5;Sheraton Guayaquil;8.7
Guayaquil;Parque Japones;0.75;Sheraton Guayaquil;8.7
Guayaquil;Parque Lineal;1.4;Sheraton Guayaquil;8.7
Guayaquil;Escuela de Futbol;1.5;Sheraton Guayaquil;8.7
Guayaquil;Parque Union y Progreso;1.6;Sheraton Guayaquil;8.7
Guayaquil;RestaurantTony Roma's;0.05;Sheraton Guayaquil;8.7
Guayaquil;RestaurantMcDonald's;0.05;Sheraton Guayaquil;8.7
Guayaquil;RestaurantPuerto Moro;0.15;Sheraton Guayaquil;8.7
Guayaquil;José Joaquín de Olmedo International Airport;0.8;Sheraton Guayaquil;8.7
Guayaquil;Escuela de Futbol;0.95;DC Suites Aeropuerto;8.1
Guayaquil;Antonio Neumane Park;1.1;DC Suites Aeropuerto;8.1
Guayaquil;Parque Alegria Guayaquil;1.4;DC Suites Aeropuerto;8.1
Guayaquil;Parque Japones;1.4;DC Suites Aeropuerto;8.1
Guayaquil;Parque de juegos;1.6;DC Suites Aeropuerto;8.1
Guayaquil;Parque de juegos Sauces 2;1.7;DC Suites Aeropuerto;8.1
Guayaquil;Roca Blanca;1.8;DC Suites Aeropuerto;8.1
Guayaquil;RestaurantComidas Típicas Colombianas;0.15;DC Suites Aeropuerto;8.1
Guayaquil;RestaurantCharlot;0.15;DC Suites Aeropuerto;8.1
Guayaquil;RestaurantGate Gourmet;0.2;DC Suites Aeropuerto;8.1
Guayaquil;Santa Ana Hill Lighthouse;3.4;DC Suites Aeropuerto;8.1
Guayaquil;Santa Ana Hill;3.6;DC Suites Aeropuerto;8.1
Guayaquil;Seafront;4.5;DC Suites Aeropuerto;8.1
Guayaquil;Malecon 2000;4.6;DC Suites Aeropuerto;8.1
Guayaquil;Nahin Isaias Museum;4.7;DC Suites Aeropuerto;8.1
Guayaquil;Municipal Museum;4.9;DC Suites Aeropuerto;8.1
Guayaquil;TrainDurán;4.7;DC Suites Aeropuerto;8.1
Guayaquil;TrainEstación de Ferrocarriles Durán;4.7;DC Suites Aeropuerto;8.1
Guayaquil;José Joaquín de Olmedo International Airport;0.5;DC Suites Aeropuerto;8.1
Guayaquil;Plaza Jerusalén;0.65;Airport Hotel;7.8
Guayaquil;Escuela de Futbol;0.9;Airport Hotel;7.8
Guayaquil;Pista de Bicicross;1.2;Airport Hotel;7.8
Guayaquil;Parque de juegos Sauces 2;1.6;Airport Hotel;7.8
Guayaquil;RestaurantLa Isla Del Marisco;0.25;Airport Hotel;7.8
Guayaquil;Santa Ana Hill Lighthouse;3.5;Airport Hotel;7.8
Guayaquil;Seafront;4.6;Airport Hotel;7.8
Guayaquil;Nahin Isaias Museum;4.8;Airport Hotel;7.8
Guayaquil;José Joaquín de Olmedo International Airport;0.55;Airport Hotel;7.8
Guayaquil;Escuela de Futbol;0.2;Hotel Puerto Pacifico Guayaquil Airport;8.4
Guayaquil;Parque Alegria Guayaquil;0.75;Hotel Puerto Pacifico Guayaquil Airport;8.4
Guayaquil;Parque de juegos Sauces 2;0.85;Hotel Puerto Pacifico Guayaquil Airport;8.4
Guayaquil;Plaza Jerusalén;1.1;Hotel Puerto Pacifico Guayaquil Airport;8.4
Guayaquil;Parque de la 4ta;1.1;Hotel Puerto Pacifico Guayaquil Airport;8.4
Guayaquil;Parque De La 1ra;1.2;Hotel Puerto Pacifico Guayaquil Airport;8.4
Guayaquil;Brisas Del Rio;1.3;Hotel Puerto Pacifico Guayaquil Airport;8.4
Guayaquil;El Parque del 8;1.5;Hotel Puerto Pacifico Guayaquil Airport;8.4
Guayaquil;Pista de Bicicross;1.5;Hotel Puerto Pacifico Guayaquil Airport;8.4
Guayaquil;RestaurantRestaurant Bar Karbonero;0.1;Hotel Puerto Pacifico Guayaquil Airport;8.4
Guayaquil;RestaurantEl sabroso de chocolatito 2;0.4;Hotel Puerto Pacifico Guayaquil Airport;8.4
Guayaquil;Antonio Neumane Park;1.7;Hotel Puerto Pacifico Guayaquil Airport;8.4
Guayaquil;Santa Ana Hill Lighthouse;4.3;Hotel Puerto Pacifico Guayaquil Airport;8.4
Guayaquil;Santa Ana Hill;4.5;Hotel Puerto Pacifico Guayaquil Airport;8.4
Guayaquil;Antonio Neumane Park;0.45;Hilton Colon Guayaquil Hotel;8.6
Guayaquil;Parque Japones;0.5;Hilton Colon Guayaquil Hotel;8.6
Guayaquil;Parque Lineal;0.55;Hilton Colon Guayaquil Hotel;8.6
Guayaquil;Plaza Jerusalén;0.9;Hilton Colon Guayaquil Hotel;8.6
Guayaquil;Bosque Palo Santo;1.2;Hilton Colon Guayaquil Hotel;8.6
Guayaquil;Jardin;1.2;Hilton Colon Guayaquil Hotel;8.6
Guayaquil;Parque Union y Progreso;1.3;Hilton Colon Guayaquil Hotel;8.6
Guayaquil;Roca Blanca;1.5;Hilton Colon Guayaquil Hotel;8.6
Guayaquil;Cafe/barCafé Colón;0.03;Hilton Colon Guayaquil Hotel;8.6
Guayaquil;RestaurantLas Palmeras del Sabor;0.15;Hilton Colon Guayaquil Hotel;8.6
Guayaquil;RestaurantCafetería Kennedy;0.15;Hilton Colon Guayaquil Hotel;8.6
Guayaquil;Malecon 2000;4.4;Hilton Colon Guayaquil Hotel;8.6
Guayaquil;Nahin Isaias Museum;4.4;Hilton Colon Guayaquil Hotel;8.6
Guayaquil;TrainDurán;6.0;Hilton Colon Guayaquil Hotel;8.6
Guayaquil;TrainEstación de Ferrocarriles Durán;6.0;Hilton Colon Guayaquil Hotel;8.6
Guayaquil;José Joaquín de Olmedo International Airport;1.6;Hilton Colon Guayaquil Hotel;8.6
Guayaquil;Jardines del Malecon;0.05;Pepe's House Guayaquil I Self Check-In MicroHotel;8.4
Guayaquil;Areas verdes Malecon Simon Bolivar;0.45;Pepe's House Guayaquil I Self Check-In MicroHotel;8.4
Guayaquil;Plaza de la Concepcion;0.5;Pepe's House Guayaquil I Self Check-In MicroHotel;8.4
Guayaquil;Plaza Pedro Carbo Noboa;0.5;Pepe's House Guayaquil I Self Check-In MicroHotel;8.4
Guayaquil;Plaza Colón;0.5;Pepe's House Guayaquil I Self Check-In MicroHotel;8.4
Guayaquil;Plaza Garibaldi;0.55;Pepe's House Guayaquil I Self Check-In MicroHotel;8.4
Guayaquil;Seafront;0.55;Pepe's House Guayaquil I Self Check-In MicroHotel;8.4
Guayaquil;Santo Domingo;0.55;Pepe's House Guayaquil I Self Check-In MicroHotel;8.4
Guayaquil;Cornelio Vernaza;0.6;Pepe's House Guayaquil I Self Check-In MicroHotel;8.4
Guayaquil;Malecon 2000;0.6;Pepe's House Guayaquil I Self Check-In MicroHotel;8.4
Guayaquil;Cafe/barAzúcar de Cuba;0.15;Pepe's House Guayaquil I Self Check-In MicroHotel;8.4
Guayaquil;RestaurantEl Malecon Restaurante;0.15;Pepe's House Guayaquil I Self Check-In MicroHotel;8.4
Guayaquil;Cafe/barEl Mono Golosso;0.2;Pepe's House Guayaquil I Self Check-In MicroHotel;8.4
Guayaquil;Santa Ana Hill;0.6;Pepe's House Guayaquil I Self Check-In MicroHotel;8.4
Guayaquil;Santa Ana Hill Lighthouse;0.75;Pepe's House Guayaquil I Self Check-In MicroHotel;8.4
Guayaquil;Nahin Isaias Museum;0.85;Pepe's House Guayaquil I Self Check-In MicroHotel;8.4
Guayaquil;Municipal Museum;1.1;Pepe's House Guayaquil I Self Check-In MicroHotel;8.4
Guayaquil;TrainDurán;4.2;Pepe's House Guayaquil I Self Check-In MicroHotel;8.4
Guayaquil;TrainEstación de Ferrocarriles Durán;4.2;Pepe's House Guayaquil I Self Check-In MicroHotel;8.4
Guayaquil;José Joaquín de Olmedo International Airport;3.5;Pepe's House Guayaquil I Self Check-In MicroHotel;8.4
Guayaquil;Jardines del Malecon;0.2;Hotel Ramada;7.9
Guayaquil;Areas verdes Malecon Simon Bolivar;0.25;Hotel Ramada;7.9
Guayaquil;Plaza Garibaldi;0.35;Hotel Ramada;7.9
Guayaquil;Malecon 2000;0.4;Hotel Ramada;7.9
Guayaquil;Plaza Presidente Vicente Rocafuerte;0.5;Hotel Ramada;7.9
Guayaquil;Nahin Isaias Museum;0.65;Hotel Ramada;7.9
Guayaquil;Plaza de la Concepcion;0.7;Hotel Ramada;7.9
Guayaquil;Plaza de la Administracion;0.7;Hotel Ramada;7.9
Guayaquil;Cafe/barSweet & Coffee;0.03;Hotel Ramada;7.9
Guayaquil;RestaurantChop Chop;0.03;Hotel Ramada;7.9
Guayaquil;RestaurantEl Malecon Restaurante;0.04;Hotel Ramada;7.9
Guayaquil;Santa Ana Hill;0.8;Hotel Ramada;7.9
Guayaquil;Municipal Museum;0.9;Hotel Ramada;7.9
Guayaquil;Santa Ana Hill Lighthouse;0.95;Hotel Ramada;7.9
Guayaquil;TrainDurán;4.4;Hotel Ramada;7.9
Guayaquil;TrainEstación de Ferrocarriles Durán;4.4;Hotel Ramada;7.9
Guayaquil;José Joaquín de Olmedo International Airport;3.7;Hotel Ramada;7.9
Guayaquil;Plaza Pedro Carbo Noboa;0.35;Hotel Patrimonial by Greenfield;8.4
Guayaquil;Parque de la Madre;0.5;Hotel Patrimonial by Greenfield;8.4
Guayaquil;Areas verdes Malecon Simon Bolivar;0.55;Hotel Patrimonial by Greenfield;8.4
Guayaquil;Jardines del Malecon;0.55;Hotel Patrimonial by Greenfield;8.4
Guayaquil;Parque Medardo Angel Silva;0.6;Hotel Patrimonial by Greenfield;8.4
Guayaquil;Seafront;0.6;Hotel Patrimonial by Greenfield;8.4
Guayaquil;Parque Centenario;0.65;Hotel Patrimonial by Greenfield;8.4
Guayaquil;Malecon 2000;0.65;Hotel Patrimonial by Greenfield;8.4
Guayaquil;RestaurantComedor el Socio;0.05;Hotel Patrimonial by Greenfield;8.4
Guayaquil;RestaurantRestaurant La Mordiita;0.1;Hotel Patrimonial by Greenfield;8.4
Guayaquil;RestaurantAmbigú Coffee;0.15;Hotel Patrimonial by Greenfield;8.4
Guayaquil;Municipal Museum;0.95;Hotel Patrimonial by Greenfield;8.4
Guayaquil;Santa Ana Hill;0.001;Hotel Patrimonial by Greenfield;8.4
Guayaquil;Santa Ana Hill Lighthouse;1.1;Hotel Patrimonial by Greenfield;8.4
Guayaquil;Parque Union y Progreso;0.25;Hotel Marcelius;8.3
Guayaquil;Parque Japones;0.6;Hotel Marcelius;8.3
Guayaquil;Parque Infantil Atarazana;0.8;Hotel Marcelius;8.3
Guayaquil;Parque Keneddy;0.95;Hotel Marcelius;8.3
Guayaquil;Recorrido del Periodista;0.95;Hotel Marcelius;8.3
Guayaquil;Parque Lineal;0.001;Hotel Marcelius;8.3
Guayaquil;Antonio Neumane Park;0.001;Hotel Marcelius;8.3
Guayaquil;Parque Franklin Veduga Loor;1.2;Hotel Marcelius;8.3
Guayaquil;Parque #5 Cdla FAE;1.3;Hotel Marcelius;8.3
Guayaquil;Las Lomas;1.4;Hotel Marcelius;8.3
Guayaquil;RestaurantCuchara Rústica;0.05;Hotel Marcelius;8.3
Guayaquil;Cafe/barLas Delicias;0.05;Hotel Marcelius;8.3
Guayaquil;Cafe/barA Su Gusto;0.1;Hotel Marcelius;8.3
Guayaquil;Santa Ana Hill Lighthouse;2.6;Hotel Marcelius;8.3
Guayaquil;Santa Ana Hill;2.8;Hotel Marcelius;8.3
Guayaquil;Seafront;3.3;Hotel Marcelius;8.3
Guayaquil;Malecon 2000;3.3;Hotel Marcelius;8.3
Guayaquil;Nahin Isaias Museum;3.4;Hotel Marcelius;8.3
Guayaquil;Municipal Museum;3.5;Hotel Marcelius;8.3
Guayaquil;Botanical Garden;10.0;Hotel Marcelius;8.3
Guayaquil;José Joaquín de Olmedo International Airport;1.7;Hotel Marcelius;8.3
Guayaquil;Santa Ana Hill;0.05;Hotel Boutique Mansion Del Rio;8.6
Guayaquil;Plaza Colón;0.15;Hotel Boutique Mansion Del Rio;8.6
Guayaquil;Plaza de la Concepcion;0.15;Hotel Boutique Mansion Del Rio;8.6
Guayaquil;Cornelio Vernaza;0.2;Hotel Boutique Mansion Del Rio;8.6
Guayaquil;Santa Ana Hill Lighthouse;0.25;Hotel Boutique Mansion Del Rio;8.6
Guayaquil;Santa Ana Park;0.35;Hotel Boutique Mansion Del Rio;8.6
Guayaquil;Jacinto Moran de Buitron;0.4;Hotel Boutique Mansion Del Rio;8.6
Guayaquil;Areas verdes Malecon Simon Bolivar;0.95;Hotel Boutique Mansion Del Rio;8.6
Guayaquil;Cafe/barLa Galeta Tasca Bar;0.02;Hotel Boutique Mansion Del Rio;8.6
Guayaquil;Cafe/barCasija De Barro;0.05;Hotel Boutique Mansion Del Rio;8.6
Guayaquil;Cafe/barEscalon Bar & Lounge;0.05;Hotel Boutique Mansion Del Rio;8.6
Guayaquil;Seafront;1.1;Hotel Boutique Mansion Del Rio;8.6
Guayaquil;Malecon 2000;1.2;Hotel Boutique Mansion Del Rio;8.6
Guayaquil;Nahin Isaias Museum;1.5;Hotel Boutique Mansion Del Rio;8.6
Guayaquil;Municipal Museum;1.7;Hotel Boutique Mansion Del Rio;8.6
Guayaquil;TrainDurán;3.7;Hotel Boutique Mansion Del Rio;8.6
Guayaquil;TrainEstación de Ferrocarriles Durán;3.7;Hotel Boutique Mansion Del Rio;8.6
Guayaquil;Nahin Isaias Museum;0.1;Manso Boutique Guest House;8.0
Guayaquil;Plaza de la Administracion;0.15;Manso Boutique Guest House;8.0
Guayaquil;Malecon 2000;0.2;Manso Boutique Guest House;8.0
Guayaquil;Seafront;0.25;Manso Boutique Guest House;8.0
Guayaquil;Seminario Park;0.35;Manso Boutique Guest House;8.0
Guayaquil;Las Iguanas Park;0.35;Manso Boutique Guest House;8.0
Guayaquil;Cafe/barEl Café de Tere;0.15;Manso Boutique Guest House;8.0
Guayaquil;RestaurantLa Parrilla del Ñato;0.15;Manso Boutique Guest House;8.0
Guayaquil;Cafe/barJuice and Coffee;0.15;Manso Boutique Guest House;8.0
