provincia;lugares;distancia;hotel;puntaje
Cuenca;Parque de La Madre;0.45;Villa Emilia Hostal;9.4
Cuenca;Parque ECU 911;0.45;Villa Emilia Hostal;9.4
Cuenca;Parque Sagitario;0.45;Villa Emilia Hostal;9.4
Cuenca;Parque Santa Anita;0.5;Villa Emilia Hostal;9.4
Cuenca;Cancha Parque Santa Anita;0.5;Villa Emilia Hostal;9.4
Cuenca;Popular Art Museum;0.6;Villa Emilia Hostal;9.4
Cuenca;Museum of the Aboriginal Cultures;0.6;Villa Emilia Hostal;9.4
Cuenca;Pumapungo Museum;0.6;Villa Emilia Hostal;9.4
Cuenca;RestaurantViandas Mami July;0.05;Villa Emilia Hostal;9.4
Cuenca;Cafe/barGarden Bar;0.05;Villa Emilia Hostal;9.4
Cuenca;RestaurantEl Manantial;0.1;Villa Emilia Hostal;9.4
Cuenca;"Museum of ""Las Conceptas""";0.85;Villa Emilia Hostal;9.4
Cuenca;Museum of the Cañari Identity;0.95;Villa Emilia Hostal;9.4
Cuenca;Museum of the Metals;0.001;Villa Emilia Hostal;9.4
Cuenca;Chahuarchimbana House Museum;0.001;Villa Emilia Hostal;9.4
Cuenca;Straw hat Museum;1.1;Villa Emilia Hostal;9.4
Cuenca;"Museum of skeletons ""Doctor Gabriel Moscoso""";1.2;Villa Emilia Hostal;9.4
Cuenca;Abdon Calderón Park;1.2;Villa Emilia Hostal;9.4
Cuenca;Modern Art Museum;1.6;Villa Emilia Hostal;9.4
Cuenca;RiverTomebamba River;0.75;Villa Emilia Hostal;9.4
Cuenca;Mariscal Lamar International Airport;2.9;Villa Emilia Hostal;9.4
Cuenca;Plazoleta de Santo Domingo;0.04;Morenica del Rosario;8.5
Cuenca;María Auxiliadora;0.3;Morenica del Rosario;8.5
Cuenca;"Museum of skeletons ""Doctor Gabriel Moscoso""";0.45;Morenica del Rosario;8.5
Cuenca;Parque de San Sebastián;0.55;Morenica del Rosario;8.5
Cuenca;Plazoleta Hermano Miguel;0.55;Morenica del Rosario;8.5
Cuenca;RestaurantChicago Pizza;0.01;Morenica del Rosario;8.5
Cuenca;RestaurantEl Pedregal Azteca;0.01;Morenica del Rosario;8.5
Cuenca;RestaurantQ' Buen Morocho con empanadas al horno;0.03;Morenica del Rosario;8.5
Cuenca;San Blas square;0.9;Morenica del Rosario;8.5
Cuenca;Museum of the Metals;2.1;Morenica del Rosario;8.5
Cuenca;Parque Lineal Río Tarqui;0.3;Four Points by Sheraton Cuenca;9.0
Cuenca;Parque Bilbao;0.7;Four Points by Sheraton Cuenca;9.0
Cuenca;Parque Iberia;0.8;Four Points by Sheraton Cuenca;9.0
Cuenca;Museum of the Metals;0.95;Four Points by Sheraton Cuenca;9.0
Cuenca;Parque De La Compañia;0.95;Four Points by Sheraton Cuenca;9.0
Cuenca;Cancha de uso múltiple;1.1;Four Points by Sheraton Cuenca;9.0
Cuenca;El Playón;1.1;Four Points by Sheraton Cuenca;9.0
Cuenca;Valladolid;1.1;Four Points by Sheraton Cuenca;9.0
Cuenca;Virgen de Bronce;1.2;Four Points by Sheraton Cuenca;9.0
Cuenca;Parque La Plateria;1.3;Four Points by Sheraton Cuenca;9.0
Cuenca;RestaurantPizzeria Pomodoro;0.1;Four Points by Sheraton Cuenca;9.0
Cuenca;RestaurantMcDonald's;0.1;Four Points by Sheraton Cuenca;9.0
Cuenca;RestaurantMayflower;0.1;Four Points by Sheraton Cuenca;9.0
Cuenca;Popular Art Museum;2.3;Four Points by Sheraton Cuenca;9.0
Cuenca;Straw hat Museum;2.4;Four Points by Sheraton Cuenca;9.0
Cuenca;Museum of the Aboriginal Cultures;2.4;Four Points by Sheraton Cuenca;9.0
Cuenca;Pumapungo Museum;2.5;Four Points by Sheraton Cuenca;9.0
Cuenca;"Museum of ""Las Conceptas""";2.6;Four Points by Sheraton Cuenca;9.0
Cuenca;Museum of the Cañari Identity;2.7;Four Points by Sheraton Cuenca;9.0
Cuenca;Modern Art Museum;2.7;Four Points by Sheraton Cuenca;9.0
Cuenca;"Museum of skeletons ""Doctor Gabriel Moscoso""";2.9;Four Points by Sheraton Cuenca;9.0
Cuenca;San Blas square;3.0;Four Points by Sheraton Cuenca;9.0
Cuenca;RiverTomebamba River;2.3;Four Points by Sheraton Cuenca;9.0
Cuenca;Mariscal Lamar International Airport;4.7;Four Points by Sheraton Cuenca;9.0
Cuenca;Parque Puertas del Sol;0.6;Hotel Nass Pinar del Lago;8.4
Cuenca;Cancha Sintética;1.2;Hotel Nass Pinar del Lago;8.4
Cuenca;Parque San Pedro del Cebollar;1.2;Hotel Nass Pinar del Lago;8.4
Cuenca;Redondel Feria Libre;1.3;Hotel Nass Pinar del Lago;8.4
Cuenca;Parque Del Molinero;1.4;Hotel Nass Pinar del Lago;8.4
Cuenca;Parque Juan Stiehle;1.5;Hotel Nass Pinar del Lago;8.4
Cuenca;Parque Darwin;1.6;Hotel Nass Pinar del Lago;8.4
Cuenca;Parque del Dragón;1.6;Hotel Nass Pinar del Lago;8.4
Cuenca;Básquet y Fútbol;1.7;Hotel Nass Pinar del Lago;8.4
Cuenca;Parque El Ángel;1.8;Hotel Nass Pinar del Lago;8.4
Cuenca;RestaurantLa Pampa;0.1;Hotel Nass Pinar del Lago;8.4
Cuenca;RestaurantThe Vegetable Bar;0.4;Hotel Nass Pinar del Lago;8.4
Cuenca;RestaurantEl Faro;0.5;Hotel Nass Pinar del Lago;8.4
Cuenca;Modern Art Museum;2.8;Hotel Nass Pinar del Lago;8.4
Cuenca;Straw hat Museum;3.3;Hotel Nass Pinar del Lago;8.4
Cuenca;"Museum of skeletons ""Doctor Gabriel Moscoso""";3.6;Hotel Nass Pinar del Lago;8.4
Cuenca;Museum of the Cañari Identity;3.7;Hotel Nass Pinar del Lago;8.4
Cuenca;"Museum of ""Las Conceptas""";3.7;Hotel Nass Pinar del Lago;8.4
Cuenca;Popular Art Museum;3.8;Hotel Nass Pinar del Lago;8.4
Cuenca;Museum of the Metals;3.8;Hotel Nass Pinar del Lago;8.4
Cuenca;Museum of the Aboriginal Cultures;3.9;Hotel Nass Pinar del Lago;8.4
Cuenca;Pumapungo Museum;4.5;Hotel Nass Pinar del Lago;8.4
Cuenca;Chahuarchimbana House Museum;5.0;Hotel Nass Pinar del Lago;8.4
Cuenca;RiverTomebamba River;3.5;Hotel Nass Pinar del Lago;8.4
Cuenca;Mariscal Lamar International Airport;5.0;Hotel Nass Pinar del Lago;8.4
Cuenca;15 AREAS DEL INTERIOR DE LA CUENCA DEL RIO PAUTE;1.5;Hosteria Dos Chorreras;8.9
Cuenca;Cajas National Park;6.0;Hosteria Dos Chorreras;8.9
Cuenca;15 AREAS DEL INTERIOR DE LA CUENCA DEL RIO PAUTE;10.0;Hosteria Dos Chorreras;8.9
Cuenca;Quinta Filita;15.0;Hosteria Dos Chorreras;8.9
Cuenca;15 AREAS DEL INTERIOR DE LA CUENCA DEL RIO PAUTE;15.0;Hosteria Dos Chorreras;8.9
Cuenca;Cancha de juego;19.0;Hosteria Dos Chorreras;8.9
Cuenca;Parque Central;19.0;Hosteria Dos Chorreras;8.9
Cuenca;Parque San Pedro del Cebollar;19.0;Hosteria Dos Chorreras;8.9
Cuenca;Plaza de Baños;19.0;Hosteria Dos Chorreras;8.9
Cuenca;Plaza central de Checa;20.0;Hosteria Dos Chorreras;8.9
Cuenca;RestaurantLa Casa Vieja;2.7;Hosteria Dos Chorreras;8.9
Cuenca;RestaurantHermanos Prado;10.0;Hosteria Dos Chorreras;8.9
Cuenca;RestaurantCapilla Pamba;14.0;Hosteria Dos Chorreras;8.9
Cuenca;RiverTomebamba River;22.0;Hosteria Dos Chorreras;8.9
Cuenca;Mariscal Lamar International Airport;24.0;Hosteria Dos Chorreras;8.9
Cuenca;Parque de las Américas;0.1;Guesthouse Bella Vista;8.7
Cuenca;Parque La Libertad;0.25;Guesthouse Bella Vista;8.7
Cuenca;Parque Fray Jodoco Ricke;0.55;Guesthouse Bella Vista;8.7
Cuenca;Plaza Del Arte;0.6;Guesthouse Bella Vista;8.7
Cuenca;María Auxiliadora;0.6;Guesthouse Bella Vista;8.7
Cuenca;Cristo Rey;0.7;Guesthouse Bella Vista;8.7
Cuenca;Parque de San Sebastián;0.85;Guesthouse Bella Vista;8.7
Cuenca;Plazoleta de Santo Domingo;0.85;Guesthouse Bella Vista;8.7
Cuenca;Modern Art Museum;0.9;Guesthouse Bella Vista;8.7
Cuenca;Canchas de la Floresta 2;0.9;Guesthouse Bella Vista;8.7
Cuenca;RestaurantBamboo Grill;0.15;Guesthouse Bella Vista;8.7
Cuenca;Cafe/barCafé cale;0.2;Guesthouse Bella Vista;8.7
Cuenca;RestaurantViko al carbón;0.25;Guesthouse Bella Vista;8.7
Cuenca;"Museum of skeletons ""Doctor Gabriel Moscoso""";1.3;Guesthouse Bella Vista;8.7
Cuenca;Straw hat Museum;1.4;Guesthouse Bella Vista;8.7
Cuenca;Museum of the Cañari Identity;1.5;Guesthouse Bella Vista;8.7
Cuenca;"Museum of ""Las Conceptas""";1.6;Guesthouse Bella Vista;8.7
Cuenca;San Blas square;1.7;Guesthouse Bella Vista;8.7
Cuenca;Popular Art Museum;1.8;Guesthouse Bella Vista;8.7
Cuenca;Museum of the Aboriginal Cultures;1.8;Guesthouse Bella Vista;8.7
Cuenca;Pumapungo Museum;2.4;Guesthouse Bella Vista;8.7
Cuenca;Museum of the Metals;2.8;Guesthouse Bella Vista;8.7
Cuenca;Chahuarchimbana House Museum;3.2;Guesthouse Bella Vista;8.7
Cuenca;RiverTomebamba River;1.6;Guesthouse Bella Vista;8.7
Cuenca;Plazoleta de Santo Domingo;0.1;Itza Hotel Boutique Internacional;9.3
Cuenca;Abdon Calderón Park;0.25;Itza Hotel Boutique Internacional;9.3
Cuenca;María Auxiliadora;0.35;Itza Hotel Boutique Internacional;9.3
Cuenca;"Museum of ""Las Conceptas""";0.6;Itza Hotel Boutique Internacional;9.3
Cuenca;RestaurantLa Fornace;0.02;Itza Hotel Boutique Internacional;9.3
Cuenca;RestaurantEucaliptos;0.02;Itza Hotel Boutique Internacional;9.3
Cuenca;Cafe/barLiron Liron Bar Restaurante;0.03;Itza Hotel Boutique Internacional;9.3
Cuenca;San Blas square;0.75;Itza Hotel Boutique Internacional;9.3
Cuenca;Museum of the Aboriginal Cultures;0.85;Itza Hotel Boutique Internacional;9.3
Cuenca;Pumapungo Museum;1.5;Itza Hotel Boutique Internacional;9.3
Cuenca;Mariscal Lamar International Airport;2.3;Itza Hotel Boutique Internacional;9.3
Cuenca;María Auxiliadora;0.15;Hostal Casa de Lidice;9.1
Cuenca;Plazoleta de Santo Domingo;0.2;Hostal Casa de Lidice;9.1
Cuenca;Abdon Calderón Park;0.5;Hostal Casa de Lidice;9.1
Cuenca;Modern Art Museum;0.5;Hostal Casa de Lidice;9.1
Cuenca;Parque de San Sebastián;0.6;Hostal Casa de Lidice;9.1
Cuenca;"Museum of skeletons ""Doctor Gabriel Moscoso""";0.6;Hostal Casa de Lidice;9.1
Cuenca;Plazoleta Hermano Miguel;0.65;Hostal Casa de Lidice;9.1
Cuenca;Plazoleta de la UNE;0.7;Hostal Casa de Lidice;9.1
Cuenca;Straw hat Museum;0.7;Hostal Casa de Lidice;9.1
Cuenca;Parque de Los Arupos;0.75;Hostal Casa de Lidice;9.1
Cuenca;RestaurantSabor Costeño;0.05;Hostal Casa de Lidice;9.1
Cuenca;RestaurantCarnivoros;0.05;Hostal Casa de Lidice;9.1
Cuenca;Restaurantchikiluki;0.05;Hostal Casa de Lidice;9.1
Cuenca;Museum of the Cañari Identity;0.8;Hostal Casa de Lidice;9.1
Cuenca;Popular Art Museum;1.1;Hostal Casa de Lidice;9.1
Cuenca;Pumapungo Museum;1.7;Hostal Casa de Lidice;9.1
Cuenca;Chahuarchimbana House Museum;2.5;Hostal Casa de Lidice;9.1
Cuenca;RiverTomebamba River;0.95;Hostal Casa de Lidice;9.1
Cuenca;Mariscal Lamar International Airport;2.4;Hostal Casa de Lidice;9.1
Cuenca;Orilla corazones;0.1;Apartamentos Otorongo Cuenca Ecuador;8.9
Cuenca;Parque de Los Arupos;0.2;Apartamentos Otorongo Cuenca Ecuador;8.9
Cuenca;Parque de Los Corazones;0.25;Apartamentos Otorongo Cuenca Ecuador;8.9
Cuenca;Parque Napo;0.55;Apartamentos Otorongo Cuenca Ecuador;8.9
Cuenca;Parque La fogata;0.55;Apartamentos Otorongo Cuenca Ecuador;8.9
Cuenca;Plaza Del Arte;0.7;Apartamentos Otorongo Cuenca Ecuador;8.9
Cuenca;Parque Angostura;0.75;Apartamentos Otorongo Cuenca Ecuador;8.9
Cuenca;La Gloria;0.75;Apartamentos Otorongo Cuenca Ecuador;8.9
Cuenca;RestaurantMolinos Del Batan;0.1;Apartamentos Otorongo Cuenca Ecuador;8.9
Cuenca;Cafe/barCafetería Imay;0.2;Apartamentos Otorongo Cuenca Ecuador;8.9
Cuenca;RestaurantOro mar marisquería;0.2;Apartamentos Otorongo Cuenca Ecuador;8.9
Cuenca;Straw hat Museum;0.85;Apartamentos Otorongo Cuenca Ecuador;8.9
Cuenca;Museum of the Cañari Identity;1.3;Apartamentos Otorongo Cuenca Ecuador;8.9
Cuenca;"Museum of ""Las Conceptas""";1.4;Apartamentos Otorongo Cuenca Ecuador;8.9
Cuenca;Popular Art Museum;1.4;Apartamentos Otorongo Cuenca Ecuador;8.9
Cuenca;Museum of the Aboriginal Cultures;1.5;Apartamentos Otorongo Cuenca Ecuador;8.9
Cuenca;Pumapungo Museum;2.1;Apartamentos Otorongo Cuenca Ecuador;8.9
Cuenca;Chahuarchimbana House Museum;2.8;Apartamentos Otorongo Cuenca Ecuador;8.9
Cuenca;RiverTomebamba River;1.2;Apartamentos Otorongo Cuenca Ecuador;8.9
Cuenca;Mariscal Lamar International Airport;3.4;Apartamentos Otorongo Cuenca Ecuador;8.9
Cuenca;"Museum of skeletons ""Doctor Gabriel Moscoso""";0.2;El Dorado Hotel;9.0
Cuenca;Plazoleta Hermano Miguel;0.3;El Dorado Hotel;9.0
Cuenca;Museum of the Cañari Identity;0.4;El Dorado Hotel;9.0
Cuenca;"Museum of ""Las Conceptas""";0.5;El Dorado Hotel;9.0
Cuenca;Parque Victor J. Cuesta;0.55;El Dorado Hotel;9.0
Cuenca;RestaurantGoda;0.01;El Dorado Hotel;9.0
Cuenca;RestaurantPicantes de Leo;0.05;El Dorado Hotel;9.0
Cuenca;RestaurantPavón Real;0.05;El Dorado Hotel;9.0
Cuenca;Modern Art Museum;0.75;El Dorado Hotel;9.0
Cuenca;Popular Art Museum;0.75;El Dorado Hotel;9.0
Cuenca;El Barranco;0.45;Check Inn Bed and Breakfast;7.7
Cuenca;RestaurantAkelarre;0.03;Check Inn Bed and Breakfast;7.7
Cuenca;Cafe/barAkelarre Caffee y Restaurant;0.04;Check Inn Bed and Breakfast;7.7
Cuenca;RestaurantRestaurant El Asador N: 2;0.1;Check Inn Bed and Breakfast;7.7
Cuenca;"Museum of ""Las Conceptas""";0.65;Check Inn Bed and Breakfast;7.7
Cuenca;Parque de La Madre;0.35;Hotel Valgus;8.7
Cuenca;Parque Sagitario;0.4;Hotel Valgus;8.7
Cuenca;Parque Las Candelas;0.5;Hotel Valgus;8.7
Cuenca;Popular Art Museum;0.5;Hotel Valgus;8.7
Cuenca;Plazoleta de la Merced;0.55;Hotel Valgus;8.7
Cuenca;El Barranco;0.55;Hotel Valgus;8.7
Cuenca;Plaza de la Música;0.55;Hotel Valgus;8.7
Cuenca;Parque Júpiter;0.6;Hotel Valgus;8.7
Cuenca;RestaurantDomino's Pizza;0.05;Hotel Valgus;8.7
Cuenca;RestaurantRomolo e Remo;0.15;Hotel Valgus;8.7
Cuenca;RestaurantVrinda Vegetarian Restaurant;0.2;Hotel Valgus;8.7
Cuenca;Abdon Calderón Park;0.85;Hotel Valgus;8.7
Cuenca;Museum of the Metals;0.9;Hotel Valgus;8.7
Cuenca;"Museum of skeletons ""Doctor Gabriel Moscoso""";0.001;Hotel Valgus;8.7
Cuenca;Pumapungo Museum;1.1;Hotel Valgus;8.7
Cuenca;San Blas square;1.2;Hotel Valgus;8.7
Cuenca;Chahuarchimbana House Museum;1.6;Hotel Valgus;8.7
Cuenca;RiverTomebamba River;0.4;Hotel Valgus;8.7
Cuenca;Mariscal Lamar International Airport;3.0;Hotel Valgus;8.7
Cuenca;El Barranco;0.3;Hotel Spa Santa Ana;7.5
Cuenca;Modern Art Museum;0.3;Hotel Spa Santa Ana;7.5
Cuenca;Abdon Calderón Park;0.35;Hotel Spa Santa Ana;7.5
Cuenca;Parque de San Sebastián;0.45;Hotel Spa Santa Ana;7.5
Cuenca;Parque de Los Arupos;0.5;Hotel Spa Santa Ana;7.5
Cuenca;Plazoleta de la UNE;0.55;Hotel Spa Santa Ana;7.5
Cuenca;Plazoleta de la Merced;0.6;Hotel Spa Santa Ana;7.5
Cuenca;Cafe/barCafe Aurora Calle;0.05;Hotel Spa Santa Ana;7.5
Cuenca;RestaurantSegundo hogar;0.1;Hotel Spa Santa Ana;7.5
Cuenca;RestaurantRestaurant El Asador N: 2;0.15;Hotel Spa Santa Ana;7.5
Cuenca;San Blas square;0.001;Hotel Spa Santa Ana;7.5
Cuenca;RiverTomebamba River;0.55;Hotel Spa Santa Ana;7.5
Quito;La Alameda Park;0.1;Hotel David;8.7
Quito;Plaza de la Republica;0.25;Hotel David;8.7
Quito;La Tolita;0.35;Hotel David;8.7
Quito;Parque García Moreno;0.5;Hotel David;8.7
Quito;Parque Julio Matovelle;0.7;Hotel David;8.7
Quito;Theatre Square;0.8;Hotel David;8.7
Quito;Parque El Ejido;0.8;Hotel David;8.7
Quito;Del Arbolito Park;0.8;Hotel David;8.7
Quito;Itchimbia Park;0.9;Hotel David;8.7
Quito;San Agustin Square;1.1;Hotel David;8.7
Quito;RestaurantAsia.com;0.04;Hotel David;8.7
Quito;RestaurantUku Pacha;0.05;Hotel David;8.7
Quito;RestaurantChifa Xin Yuan;0.1;Hotel David;8.7
Quito;El Ejido Park;1.1;Hotel David;8.7
Quito;Independence Square;1.2;Hotel David;8.7
Quito;Colonial Art Museum;1.3;Hotel David;8.7
Quito;Casa del Alabado Museum;1.7;Hotel David;8.7
Quito;Templo de la Patria Museum;2.9;Hotel David;8.7
Quito;Ecuador Natural Science Museum;3.9;Hotel David;8.7
Quito;Quito's Vivarium;3.9;Hotel David;8.7
Quito;Rumipamba Archaeological Park;4.1;Hotel David;8.7
Quito;Capilla del Hombre Museum;4.6;Hotel David;8.7
Quito;Guayasamin Museum;4.7;Hotel David;8.7
Quito;TrainTerminal de Ferrocarriles;2.9;Hotel David;8.7
Quito;TrainChimbacalle;2.9;Hotel David;8.7
Quito;Quito Mariscal Sucre International Airport;19.0;Hotel David;8.7
Quito;Santo Domingo Square;0.2;Rincón Familiar Hostel Boutique;8.3
Quito;San Agustin Square;0.25;Rincón Familiar Hostel Boutique;8.3
Quito;Independence Square;0.3;Rincón Familiar Hostel Boutique;8.3
Quito;Parque Iglesia Inmaculada;0.4;Rincón Familiar Hostel Boutique;8.3
Quito;San Francisco Square;0.45;Rincón Familiar Hostel Boutique;8.3
Quito;Theatre Square;0.5;Rincón Familiar Hostel Boutique;8.3
Quito;Casa del Alabado Museum;0.55;Rincón Familiar Hostel Boutique;8.3
Quito;Colonial Art Museum;0.6;Rincón Familiar Hostel Boutique;8.3
Quito;Parque Cumandá;0.65;Rincón Familiar Hostel Boutique;8.3
Quito;Parque;0.8;Rincón Familiar Hostel Boutique;8.3
Quito;Cafe/barCafe Dios No Muere;0.05;Rincón Familiar Hostel Boutique;8.3
Quito;RestaurantBellavista;0.05;Rincón Familiar Hostel Boutique;8.3
Quito;RestaurantNuevo Cordovéz;0.1;Rincón Familiar Hostel Boutique;8.3
Quito;La Alameda Park;1.3;Rincón Familiar Hostel Boutique;8.3
Quito;Itchimbia Park;1.4;Rincón Familiar Hostel Boutique;8.3
Quito;Templo de la Patria Museum;1.9;Rincón Familiar Hostel Boutique;8.3
Quito;Foch Square;3.2;Rincón Familiar Hostel Boutique;8.3
Quito;Rumipamba Archaeological Park;5.0;Rincón Familiar Hostel Boutique;8.3
Quito;Ecuador Natural Science Museum;5.0;Rincón Familiar Hostel Boutique;8.3
Quito;Quito's Vivarium;5.0;Rincón Familiar Hostel Boutique;8.3
Quito;Capilla del Hombre Museum;6.0;Rincón Familiar Hostel Boutique;8.3
Quito;Guayasamin Museum;6.0;Rincón Familiar Hostel Boutique;8.3
Quito;TrainTerminal de Ferrocarriles;1.8;Rincón Familiar Hostel Boutique;8.3
Quito;TrainChimbacalle;1.9;Rincón Familiar Hostel Boutique;8.3
Quito;Quito Mariscal Sucre International Airport;20.0;Rincón Familiar Hostel Boutique;8.3
Quito;Colonial Art Museum;0.15;Adamas House Hotel Boutique;9.4
Quito;Parque Iglesia Inmaculada;0.25;Adamas House Hotel Boutique;9.4
Quito;Independence Square;0.4;Adamas House Hotel Boutique;9.4
Quito;Theatre Square;0.45;Adamas House Hotel Boutique;9.4
Quito;San Agustin Square;0.5;Adamas House Hotel Boutique;9.4
Quito;San Francisco Square;0.55;Adamas House Hotel Boutique;9.4
Quito;Parque Julio Matovelle;0.6;Adamas House Hotel Boutique;9.4
Quito;Parque García Moreno;0.6;Adamas House Hotel Boutique;9.4
Quito;Casa del Alabado Museum;0.7;Adamas House Hotel Boutique;9.4
Quito;La Tolita;0.75;Adamas House Hotel Boutique;9.4
Quito;RestaurantMote Colonial;0.04;Adamas House Hotel Boutique;9.4
Quito;RestaurantSabor y Sazón;0.1;Adamas House Hotel Boutique;9.4
Quito;RestaurantCafetería Cachito II;0.1;Adamas House Hotel Boutique;9.4
Quito;Santo Domingo Square;0.85;Adamas House Hotel Boutique;9.4
Quito;La Alameda Park;1.1;Adamas House Hotel Boutique;9.4
Quito;Templo de la Patria Museum;1.8;Adamas House Hotel Boutique;9.4
Quito;Foch Square;2.8;Adamas House Hotel Boutique;9.4
Quito;Rumipamba Archaeological Park;4.4;Adamas House Hotel Boutique;9.4
Quito;Ecuador Natural Science Museum;4.6;Adamas House Hotel Boutique;9.4
Quito;Quito's Vivarium;4.6;Adamas House Hotel Boutique;9.4
Quito;TrainTerminal de Ferrocarriles;2.5;Adamas House Hotel Boutique;9.4
Quito;TrainChimbacalle;2.5;Adamas House Hotel Boutique;9.4
Quito;Parque Gabriela Mistral;0.05;Boutique Hotel Antinea;8.9
Quito;Foch Square;0.2;Boutique Hotel Antinea;8.9
Quito;Santa Fe;0.4;Boutique Hotel Antinea;8.9
Quito;Parque Julio Andrade Marín;0.8;Boutique Hotel Antinea;8.9
Quito;Polipasto;0.85;Boutique Hotel Antinea;8.9
Quito;Polibosque;0.85;Boutique Hotel Antinea;8.9
Quito;Parque de Santa Clara de San Millán;1.1;Boutique Hotel Antinea;8.9
Quito;Parque Latinoamerica;1.2;Boutique Hotel Antinea;8.9
Quito;Redondel del Coliseo Rumiñahui;1.2;Boutique Hotel Antinea;8.9
Quito;RestaurantLa petite mariscal;0.02;Boutique Hotel Antinea;8.9
Quito;Cafe/barPandora lab;0.03;Boutique Hotel Antinea;8.9
Quito;RestaurantTrattoria Pizzeria Cosa Nostra;0.04;Boutique Hotel Antinea;8.9
Quito;Del Arbolito Park;1.3;Boutique Hotel Antinea;8.9
Quito;Parque El Ejido;1.4;Boutique Hotel Antinea;8.9
Quito;Ecuador Natural Science Museum;2.0;Boutique Hotel Antinea;8.9
Quito;Quito's Vivarium;2.1;Boutique Hotel Antinea;8.9
Quito;Capilla del Hombre Museum;2.6;Boutique Hotel Antinea;8.9
Quito;Guayasamin Museum;2.6;Boutique Hotel Antinea;8.9
Quito;Rumipamba Archaeological Park;3.0;Boutique Hotel Antinea;8.9
Quito;Colonial Art Museum;3.2;Boutique Hotel Antinea;8.9
Quito;Casa del Alabado Museum;3.7;Boutique Hotel Antinea;8.9
Quito;Templo de la Patria Museum;4.7;Boutique Hotel Antinea;8.9
Quito;TrainTerminal de Ferrocarriles;4.9;Boutique Hotel Antinea;8.9
Quito;TrainChimbacalle;5.0;Boutique Hotel Antinea;8.9
Quito;Quito Mariscal Sucre International Airport;17.0;Boutique Hotel Antinea;8.9
Quito;PROINSA;0.55;Hotel Bellavista Quito;8.1
Quito;Guayasamin Museum;0.65;Hotel Bellavista Quito;8.1
Quito;Capilla del Hombre Museum;0.65;Hotel Bellavista Quito;8.1
Quito;Plaza Argentina;0.7;Hotel Bellavista Quito;8.1
Quito;Parque México;0.85;Hotel Bellavista Quito;8.1
Quito;Guapulo Park;0.9;Hotel Bellavista Quito;8.1
Quito;República Dominicana;1.1;Hotel Bellavista Quito;8.1
Quito;Tribuna de los Shyris;1.1;Hotel Bellavista Quito;8.1
Quito;Jardín de los Niños;1.1;Hotel Bellavista Quito;8.1
Quito;Turquia;1.2;Hotel Bellavista Quito;8.1
Quito;RestaurantChivo Loco;0.35;Hotel Bellavista Quito;8.1
Quito;RestaurantAlma;0.4;Hotel Bellavista Quito;8.1
Quito;RestaurantNigiri;0.45;Hotel Bellavista Quito;8.1
Quito;La Carolina Park;1.2;Hotel Bellavista Quito;8.1
Quito;Ecuador Natural Science Museum;1.2;Hotel Bellavista Quito;8.1
Quito;Quito's Vivarium;1.4;Hotel Bellavista Quito;8.1
Quito;Foch Square;2.3;Hotel Bellavista Quito;8.1
Quito;Rumipamba Archaeological Park;3.1;Hotel Bellavista Quito;8.1
Quito;Theatre Square;5.0;Hotel Bellavista Quito;8.1
Quito;San Agustin Square;5.0;Hotel Bellavista Quito;8.1
Quito;Colonial Art Museum;5.0;Hotel Bellavista Quito;8.1
Quito;Casa del Alabado Museum;6.0;Hotel Bellavista Quito;8.1
Quito;Templo de la Patria Museum;7.0;Hotel Bellavista Quito;8.1
Quito;TrainTerminal de Ferrocarriles;7.0;Hotel Bellavista Quito;8.1
Quito;TrainChimbacalle;7.0;Hotel Bellavista Quito;8.1
Quito;Quito Mariscal Sucre International Airport;15.0;Hotel Bellavista Quito;8.1
Quito;La Alameda Park;0.2;Hotel Bernys Estrellita;7.7
Quito;La Tolita;0.3;Hotel Bernys Estrellita;7.7
Quito;Plaza de la Republica;0.4;Hotel Bernys Estrellita;7.7
Quito;Parque García Moreno;0.45;Hotel Bernys Estrellita;7.7
Quito;Theatre Square;0.65;Hotel Bernys Estrellita;7.7
Quito;Parque Julio Matovelle;0.65;Hotel Bernys Estrellita;7.7
Quito;Itchimbia Park;0.8;Hotel Bernys Estrellita;7.7
Quito;San Agustin Square;0.85;Hotel Bernys Estrellita;7.7
Quito;Parque El Ejido;0.95;Hotel Bernys Estrellita;7.7
Quito;Del Arbolito Park;0.95;Hotel Bernys Estrellita;7.7
Quito;RestaurantCactus Food and Drink;0.0;Hotel Bernys Estrellita;7.7
Quito;RestaurantUku Pacha;0.1;Hotel Bernys Estrellita;7.7
Quito;RestaurantRestaurante El Mesón;0.1;Hotel Bernys Estrellita;7.7
Quito;Independence Square;1.1;Hotel Bernys Estrellita;7.7
Quito;Colonial Art Museum;1.2;Hotel Bernys Estrellita;7.7
Quito;Santo Domingo Square;1.3;Hotel Bernys Estrellita;7.7
Quito;Casa del Alabado Museum;1.6;Hotel Bernys Estrellita;7.7
Quito;Templo de la Patria Museum;2.8;Hotel Bernys Estrellita;7.7
Quito;Ecuador Natural Science Museum;4.0;Hotel Bernys Estrellita;7.7
Quito;Quito's Vivarium;4.1;Hotel Bernys Estrellita;7.7
Quito;Rumipamba Archaeological Park;4.3;Hotel Bernys Estrellita;7.7
Quito;Capilla del Hombre Museum;4.8;Hotel Bernys Estrellita;7.7
Quito;Guayasamin Museum;4.8;Hotel Bernys Estrellita;7.7
